code_id,comment,sentiment_category,class7_label_vt,annotation_1,annotation_2
5698,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey.",neutral,moderate joy,neutral,mild sadness 
7919,"Being treated with dialysis has made me realize that medical support helps me stay hopeful, as part of my ongoing health journey.",high joy,high joy,moderate joy,mild joy
22249,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, as part of my ongoing health journey.",high joy,high joy,high joy,moderate joy 
4186,"As someone undergoing dialysis, I feel that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day.",neutral,moderate joy,high joy,high joy
4131,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, as part of my ongoing health journey.",moderate sadness,mild sadness,mild sadness,mild sadness
12831,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey.",moderate sadness,mild sadness,moderate sadness,moderate sadness
3351,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, as I try to adapt day by day.",moderate joy,mild joy,mild joy,moderate joy
20682,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day.",mild sadness,neutral,deep sadness,deep sadness
8461,"As someone undergoing dialysis, I feel that the burden of treatment affects my sense of stability, while adjusting to this long-term condition.",neutral,moderate joy,moderate sadness,deep sadness
15525,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, even when the process feels demanding.",moderate joy,mild joy,moderate sadness,moderate sadness
16931,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, as part of my ongoing health journey.",mild sadness,neutral,moderate sadness,moderate sadness
6488,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, as I try to adapt day by day.",moderate joy,mild joy,mild sadness,mild sadness
9367,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, despite the challenges involved.",moderate sadness,mild sadness,mild sadness,mild joy
10291,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, even when the process feels demanding.",moderate sadness,mild sadness,moderate sadness,moderate sadness
13626,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition.",moderate sadness,mild sadness,moderate sadness,moderate sadness
17335,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, as I try to adapt day by day.",neutral,moderate joy,neutral,mild joy
10756,"As someone undergoing dialysis, I feel that the physical fatigue often turns into emotional exhaustion, despite the challenges involved.",neutral,moderate joy,mild sadness,mild sadness
13215,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, as part of my ongoing health journey.",mild sadness,neutral,mild sadness,mild sadness
15843,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, despite the challenges involved.",moderate sadness,mild sadness,moderate sadness,moderate sadness
4004,Got a link for those? My current pair has become shredded from wear.,mild sadness,neutral,,
9075,"Being treated with dialysis has made me realize that my health management requires frequent hospital visits, as part of my ongoing health journey.",mild sadness,neutral,neutral,neutral
1019,"Living with dialysis has shown me that the care I receive brings me a sense of relief, while adjusting to this long-term condition.",high joy,high joy,high joy,high joy
1562,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, even when the process feels demanding.",moderate joy,mild joy,high joy,moderate joy
11789,"Since I started dialysis, I have learned that medical support helps me stay hopeful, as I try to adapt day by day.",neutral,moderate joy,mild joy,moderate joy
17659,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, as I try to adapt day by day.",mild joy,neutral,mild joy,mild joy
16674,"i mean, this is junkie behavior. i doubt they feel shame",moderate sadness,mild sadness,mild sadness,mild sadness
15378,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey.",mild sadness,neutral,mild sadness,mild sadness
15295,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, despite the challenges involved.",moderate joy,mild joy,moderate joy,moderate joy
19810,Ab+ kidney Donor Ho profile per mera number diya hai,mild sadness,neutral,neutral,neutral
20495,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day.",deep sadness,deep sadness,deep sadness,deep sadness
6266,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, despite the challenges involved.",neutral,moderate joy,moderate joy,mild joy
14123,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, while adjusting to this long-term condition.",moderate joy,mild joy,neutral,neutral
11584,Are you only able to do hemodialysis?  Or ca n you consider PD (Peritoneal dialysis) ?,moderate joy,mild joy,neutral,neutral
21709,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition.",high joy,high joy,high joy,high joy
4513,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, while adjusting to this long-term condition.",moderate joy,mild joy,mild joy,moderate joy
16557,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, even when the process feels demanding.",neutral,moderate joy,moderate joy,moderate joy
